지점,지점명,일시,평균기온(°C),최저기온(°C),최저기온 시각(hhmi),최고기온(°C),최고기온 시각(hhmi),강수 계속시간(hr),10분 최다 강수량(mm),10분 최다강수량 시각(hhmi),1시간 최다강수량(mm),1시간 최다 강수량 시각(hhmi),일강수량(mm),최대 순간 풍속(m/s),최대 순간 풍속 풍향(16방위),최대 순간풍속 시각(hhmi),최대 풍속(m/s),최대 풍속 풍향(16방위),최대 풍속 시각(hhmi),평균 풍속(m/s),풍정합(100m),최다풍향(16방위),평균 이슬점온도(°C),최소 상대습도(%),최소 상대습도 시각(hhmi),평균 상대습도(%),평균 증기압(hPa),평균 현지기압(hPa),최고 해면기압(hPa),최고 해면기압 시각(hhmi),최저 해면기압(hPa),최저 해면기압 시각(hhmi),평균 해면기압(hPa),가조시간(hr),합계 일조시간(hr),1시간 최다일사 시각(hhmi),1시간 최다일사량(MJ/m2),합계 일사량(MJ/m2),일 최심신적설(cm),일 최심신적설 시각(hhmi),일 최심적설(cm),일 최심적설 시각(hhmi),합계 3시간 신적설(cm),평균 전운량(1/10),평균 중하층운량(1/10),평균 지면온도(°C),최저 초상온도(°C),평균 5cm 지중온도(°C),평균 10cm 지중온도(°C),평균 20cm 지중온도(°C),평균 30cm 지중온도(°C),0.5m 지중온도(°C),1.0m 지중온도(°C),1.5m 지중온도(°C),3.0m 지중온도(°C),5.0m 지중온도(°C),합계 대형증발량(mm),합계 소형증발량(mm),9-9강수(mm),기사,안개 계속시간(hr)
121,영월,2025-03-06,2.4,-2.1,615,7.2,1202,,,,,,0,5.5,270,1338,3,90,1940,.9,773,70,-2.5,38,1204,72.5,5.1,996.4,1029.5,2355,1024.3,1,1026.4,11.6,8.4,,,,,,,,,3.6,2.5,1.5,-5.5,,,,,,,,,,,,,,
121,영월,2025-03-07,2.9,-3.3,632,9.7,1305,,,,,,,3.5,70,905,2.6,90,914,.7,605,90,-3.4,34,1454,67.1,4.8,998.5,1031.8,754,1026,1539,1028.5,11.6,8.4,,,,,,,,,4.6,2.6,4.2,-6.3,,,,,,,,,,,,,,
121,영월,2025-03-08,3.7,-.8,2358,9.6,1319,,,,,,0,7.7,290,1503,4.4,290,1510,1.1,973,250,-2.9,37,1646,64,4.9,996.9,1029.6,2358,1023.9,1633,1026.7,11.7,5.1,,,,,,,,,5.5,4,5,-4.8,,,,,,,,,,,,,,
121,영월,2025-03-09,3.7,-3.8,620,12.9,1528,,,,,,,4.3,270,1553,2.9,270,1559,.6,528,270,-4.6,21,1636,60.8,4.4,1000.6,1033.3,908,1027.7,1711,1030.6,11.7,10.6,,,,,,,,,.6,.6,5.1,-7.2,,,,,,,,,,,,,,
121,영월,2025-03-10,4.9,-3,632,13.5,1519,,,,,,,6.5,270,1431,3.5,230,1513,.9,761,230,-3.8,20,1506,59.4,4.6,997.4,1031.5,108,1022.7,1826,1027.1,11.7,10.5,,,,,,,,,2.4,1.9,5,-6.3,,,,,,,,,,,,,,
121,영월,2025-03-11,6.3,-2.9,640,17.3,1416,,,,,,,3.7,250,1216,2.3,270,1528,.6,518,50,-4.6,17,1417,54.4,4.4,992,1025.7,652,1016.3,1700,1021.4,11.8,10.5,,,,,,,,,2.3,1.4,6.9,-6.7,,,,,,,,,,,,,,
121,영월,2025-03-12,7.6,-.1,645,14.8,1308,,,,,,,9.1,250,1645,5.2,270,2030,1.6,1343,270,-.1,33,1309,60.3,6.1,987.5,1019.8,11,1013.1,1612,1016.7,11.8,5.7,,,,,,,,,6.3,6.1,8.3,-3.1,,,,,,,,,,,,,,
121,영월,2025-03-13,7.4,.1,703,16.1,1546,,,,,,,5.7,230,1208,3.5,230,1413,.9,754,250,-4.9,14,1308,50.9,4.5,993.2,1026.3,2350,1019.7,4,1022.5,11.8,9.8,,,,,,,,,5.3,5.3,9.8,-3.6,,,,,,,,,,,,,,
121,영월,2025-03-14,8.6,-1,657,18.8,1439,,,,,,,6.6,50,1719,4.4,90,1845,1.5,1302,90,-4.9,13,1245,45.8,4.4,997.1,1029.5,731,1023.1,1606,1026.4,11.9,10.5,,,,,,,,,3.3,2.4,11.5,-5.7,,,,,,,,,,,,,,
121,영월,2025-03-15,7.9,4.3,2358,14.3,1131,,,,,,,8.9,140,1050,6,90,1457,3.2,2730,90,-2.7,25,1117,49.1,5.1,994.4,1027.3,904,1019.9,2400,1023.7,11.9,6.4,,,,,,,,,8.3,5,12.2,1.7,,,,,,,,,,,,,,
121,영월,2025-03-16,2.5,-1.1,2316,4.7,8,,,,,,3.8,8.9,270,1944,4.3,270,1953,1.4,1219,270,-1.6,47,2044,75.4,5.6,983.7,1020,1,1010.1,1409,1013.3,12,0,,,,,,,,,9.6,8.1,5.1,-1.9,,,,,,,,,,,,,,
121,영월,2025-03-17,1.4,-2.6,646,5.3,1422,,,,,,0,8.6,250,1436,4.3,250,1442,1.6,1378,270,-9.6,21,1509,47.3,3,986.9,1018.8,1028,1013.3,1,1016.7,12,5.4,1500,1.16,5.71,,,,,,6,4.9,4.8,-6.7,,,,,,,,,,.9,1.2,,,
121,영월,2025-03-18,.2,-2.6,657,5.4,1314,,,,,,2.5,7.4,320,1323,3,270,1330,.9,754,290,-2.6,54,1,82,5.1,985.8,1022.8,2358,1011.3,1313,1015.8,12.1,3.5,,,,,,,,,6.9,5.6,2.1,-6.6,,,,,,,,,,,,,,
121,영월,2025-03-19,.5,-4,543,5.9,1314,,,,,,,8.4,270,1528,4.5,250,1716,1.5,1288,250,-8.3,27,1440,57.4,3.4,993.9,1026.1,854,1021.9,1630,1024.1,12.1,8.8,,,,,,,,,3.6,3.1,3.9,-7,,,,,,,,,,,,,,
121,영월,2025-03-20,5.6,-3.5,647,13.2,1628,,,,,,,7.7,270,1422,3.9,290,1538,1.1,969,270,-4.1,28,1800,52.8,4.6,989.9,1025,5,1014.2,1730,1019.3,12.1,6.3,,,,,,,,,2.1,2.1,6.4,-7.3,,,,,,,,,,,,,,
121,영월,2025-03-21,12.2,5.7,708,19.2,1506,,,,,,,10.2,290,1715,5,270,1654,1.8,1565,250,-1.3,17,1648,43.9,5.7,983.4,1016.1,145,1007.1,1703,1011.9,12.2,9.5,,,,,,,,,2.9,2.9,12.9,1.7,,,,,,,,,,,,,,
121,영월,2025-03-22,13.1,2.8,627,21.6,1528,,,,,,,13.1,270,1543,6.3,270,1544,1.5,1332,270,-2.8,15,1638,36.8,5,981.8,1013.3,659,1006.4,1521,1010.2,12.2,11.2,,,,,,,,,0,0,13,-2.6,,,,,,,,,,,,,,
121,영월,2025-03-23,13.3,2.6,621,23.8,1314,,,,,,,7.1,290,1655,3.4,270,1623,.8,713,20,-1.8,13,1347,40.3,5.4,982.3,1014.6,825,1007.2,1655,1010.7,12.3,10.3,,,,,,,,,3,2.1,14.8,-2.8,,,,,,,,,,,,,,
121,영월,2025-03-24,14.6,6.8,647,21.6,1412,,,,,,,11.8,250,1527,5.6,270,1427,1.7,1461,270,2,19,1752,46.8,7.2,975.7,1009.2,1,999.2,1633,1003.7,12.3,8.3,,,,,,,,,3.6,3.4,15.6,2.9,,,,,,,,,,,,,,
121,영월,2025-03-25,14,6.3,619,23.6,1512,,,,,,,16.3,250,1636,7.5,270,1752,2.1,1843,270,1.9,15,1413,50.4,7.2,972.8,1005.1,2344,991.6,1609,1000.8,12.3,7,,,,,,,,,2.1,1.4,15.1,1,,,,,,,,,,,,,,
121,영월,2025-03-26,14.6,2.9,611,26.6,1453,,,,,,,8,180,1602,5,180,1610,1.2,1064,110,-2.8,8,1439,36.8,5.1,976.4,1010.8,754,999,1735,1004.5,12.4,,,,,,,,,,.8,0,15.9,-2.6,,,,,,,,,,3.2,4.6,,,
121,영월,2025-03-27,12.8,8.5,349,18.5,1615,,,,,,.4,5.5,250,1852,3.5,230,1725,.9,801,250,6.8,48,1,67.4,10.3,971.9,1005.5,2357,997,1638,1000,12.4,0,1500,.9,3.45,,,,,,9.3,6.8,12.2,5.6,,,,,,,,,,1,1.4,,,
121,영월,2025-03-28,5.4,-.5,2345,10.8,1,,,,,,.3,7.7,320,1333,5,320,1341,1.7,1451,270,-.6,39,1734,65.9,5.9,983,1019.1,2356,1004.9,7,1012.3,12.5,1.6,1400,2.24,6.14,,,,,,8.5,6.8,9.4,-4.7,,,,,,,,,,1.1,1.6,,,
121,영월,2025-03-29,1.2,-4.7,625,8.4,1158,,,,,,1.2,14.1,290,1836,7.1,290,1844,2.4,2037,270,-9.5,18,1121,51.5,3.3,991,1025.7,2338,1017.6,1659,1020.9,12.5,7.3,1100,3.09,17.12,,,,,,2.5,1.5,3.9,-7.8,,,,,,,,,,2.6,3.7,,,
121,영월,2025-03-30,1,-6.1,627,7.3,1308,,,,,,0,12.7,270,1556,6.3,270,1147,2.2,1889,270,-10.7,17,1134,44.4,2.9,997,1029.5,812,1024.6,1529,1027.2,12.5,8.4,1100,3.24,20.42,,,,,,2.5,2.1,3.3,-9.6,,,,,,,,,,2.5,3.6,,,
121,영월,2025-03-31,5.1,-3,334,14.5,1442,,,,,,,10.7,200,1418,4,270,1609,1.3,1133,270,-5,22,1608,51.8,4.2,995.1,1028.1,1,1020.3,1606,1024.7,12.6,8.9,1200,3.18,21.57,,,,,,3.9,2.6,8.6,-6,,,,,,,,,,3,4.3,,,
211,인제,2025-03-01,2.4,-4.6,638,13.8,1619,,,,,,,4.6,180,1551,2.7,200,1654,.6,500,180,-2.9,31,1611,71.8,4.9,995,1024.3,254,1014.8,1551,1020.1,11.4,2.8,,,,,,,,,4.9,1.4,1.3,-8.4,,,,,,,,,,,,,,
211,인제,2025-03-02,1.7,-1.8,228,8.7,1053,,,,,,6.9,14.8,20,1642,6.5,50,1118,3,2601,20,-1.7,49,1040,78.8,5.5,996.3,1024.3,1842,1019,48,1021.5,11.4,1.1,,,,,,,,,9.6,5.6,.6,-5.4,,,,,,,,,,,,,,
211,인제,2025-03-03,-.8,-2.2,2041,.7,1418,,,,,,6.3,12.2,20,716,5.9,20,1341,3.8,3311,20,-5.7,57,1429,69.9,4.1,1001.8,1029.6,1206,1022.6,302,1027.3,11.4,.1,,,,,,,,,10,6.3,.1,-2.1,,,,,,,,,,,,,,
211,인제,2025-03-04,0,-1.4,1,1.2,959,,,,,,4.4,12,360,712,5.6,20,949,3.4,2978,20,-3.4,58,959,78.4,4.8,999.8,1029.2,105,1022.1,1848,1025.3,11.5,0,,,,,,,,,10,8.1,.1,-2.2,,,,,,,,,,,,,,
211,인제,2025-03-05,1.5,-2,2400,6.2,1502,,,,,,,6.6,50,543,3.4,70,1249,2,1769,50,-2.4,56,1400,75.6,5.1,998.9,1026.1,2235,1021.6,1528,1024.2,11.5,2.9,,,,,,,,,7.9,6.9,0,-5,,,,,,,,,,,,,,
211,인제,2025-03-06,.7,-5.1,737,7,1627,,,,,,,5.6,20,1641,3.2,20,1644,1.1,957,20,-4.2,41,1253,72.8,4.5,1001.4,1029.5,2338,1024.4,1509,1026.8,11.6,6.3,,,,,,,,,3.4,2.3,-.1,-7.1,,,,,,,,,,,,,,
211,인제,2025-03-07,1.9,-4.1,624,8.6,1517,,,,,,,5.6,90,1751,3.1,90,1742,1.1,968,360,-3.6,29,1326,69.9,4.7,1003.2,1031.9,820,1025.6,1615,1028.6,11.6,8.8,,,,,,,,,5.3,.1,2,-6.6,,,,,,,,,,,,,,
211,인제,2025-03-08,2.9,-1.9,2338,9.6,1501,,,,,,,7.7,180,1636,3.9,180,1705,1.1,980,180,-5.1,19,1436,62.6,4.3,1001.1,1029.3,2357,1023.2,1533,1026.3,11.6,6.9,,,,,,,,,4.6,1.4,2.9,-5.5,,,,,,,,,,,,,,
211,인제,2025-03-09,2.2,-4.9,648,12.7,1536,,,,,,,6.1,230,1557,3.1,200,1350,.7,600,200,-4.2,26,1525,66.8,4.5,1005.4,1033.6,806,1027.6,1644,1030.7,11.7,8.9,,,,,,,,,0,0,3.4,-8.4,,,,,,,,,,,,,,
211,인제,2025-03-10,3.8,-4.3,639,13.3,1528,,,,,,,9.8,180,1442,3.3,230,1550,.9,746,180,-3.8,25,1530,63.8,4.6,1001.6,1031.6,130,1022.1,1825,1026.8,11.7,9,,,,,,,,,0,0,3.6,-8.1,,,,,,,,,,,,,,
211,인제,2025-03-11,4.9,-3.5,621,15.6,1558,,,,,,,6.4,180,1424,3.4,200,1253,.8,692,200,-3.6,20,1437,61.8,4.8,996.4,1025.7,618,1016.4,1643,1021.3,11.8,8.7,,,,,,,,,2.3,0,4.3,-7.6,,,,,,,,,,,,,,
211,인제,2025-03-12,7,-.1,615,14,1328,,,,,,,12.8,200,1257,6,180,1354,2.2,1943,200,.6,39,1224,65.8,6.4,991.3,1019.2,2358,1011.8,1509,1015.9,11.8,5.9,,,,,,,,,3.5,.8,5.3,-3.1,,,,,,,,,,,,,,
211,인제,2025-03-13,5.6,-.7,624,15.7,1602,,,,,,,7.8,200,1123,3.6,200,1130,.8,715,230,-4.3,15,1551,58,4.6,997.9,1026.8,2356,1019.1,1,1022.7,11.8,8.8,,,,,,,,,5.3,.1,4.9,-4.6,,,,,,,,,,,,,,
211,인제,2025-03-14,6.2,-2.2,646,15.7,1457,,,,,,,6.3,70,1807,3.3,90,1816,1.4,1191,70,-3.4,22,1219,55,4.8,1002.9,1030.6,833,1024.8,1541,1027.7,11.9,8.9,,,,,,,,,2.6,0,5.8,-5.6,,,,,,,,,,,,,,
211,인제,2025-03-15,7.3,3.4,334,12.6,1320,,,,,,,10.2,20,706,5.1,20,812,2.3,2006,20,-1.3,36,1235,55.4,5.6,999.2,1028.1,1,1020.2,2355,1024,11.9,6.3,,,,,,,,,8.6,4.3,8,2.7,,,,,,,,,,,,,,
211,인제,2025-03-16,2.1,-.8,2346,5,1,,,,,,8.3,6.4,200,1842,3,200,2044,1.2,1062,200,-.5,66,1815,83.8,6,988.3,1020.2,1,1009.7,1525,1013.3,12,0,,,,,,,,,9.9,8.8,4.3,-.9,,,,,,,,,,,,,,
211,인제,2025-03-17,.9,-1.6,519,4.8,1640,,,,,,3.1,8.8,180,1414,3.9,200,1138,1.2,1058,200,-5.2,27,1703,68.1,4.3,991.2,1018.2,1001,1013.4,1,1016.4,12,3.1,,,,,,,,,8.4,4.5,3.2,-1.7,,,,,,,,,,,,,,
211,인제,2025-03-18,-1.2,-4.9,2220,2.8,1101,,,,,,9.6,6.4,360,1330,3,70,1131,1.2,1068,20,-3.2,61,1111,86.6,4.9,991.5,1024,2349,1013.3,805,1016.8,12.1,.8,,,,,,,,,7.6,5.4,1.2,-2.6,,,,,,,,,,,,,,
211,인제,2025-03-19,-1,-6.3,613,5.1,1553,,,,,,,10.7,230,1431,4.9,180,1604,1.6,1382,50,-8,28,1648,63.8,3.4,998.4,1026,835,1021.1,1543,1023.9,12.1,8.3,,,,,,,,,3.4,2.9,3,-6.1,,,,,,,,,,,,,,
211,인제,2025-03-20,5,-4.3,338,11.8,1632,,,,,,,14.6,200,1519,5.6,200,1520,1.9,1644,180,-2.5,37,1856,60.8,5.1,993.4,1024.6,1,1012.3,1858,1018.2,12.1,5.3,,,,,,,,,3,3,3.9,-8.2,,,,,,,,,,,,,,
211,인제,2025-03-21,11.1,5.4,609,18,1625,,,,,,,11.5,180,1834,5.9,180,1500,3.4,2942,180,.6,28,1806,52,6.4,986.7,1014.4,152,1005.8,1626,1010.7,12.2,8.4,,,,,,,,,1.6,.9,9.1,1.1,,,,,,,,,,,,,,
211,인제,2025-03-22,12.2,2.1,645,21.2,1601,,,,,,,14.5,180,1611,6.2,180,1612,2.3,1969,180,-.3,22,1634,46.9,6,985,1011.8,657,1004.1,1610,1008.9,12.2,9.6,,,,,,,,,0,0,10.8,-1.9,,,,,,,,,,,,,,
211,인제,2025-03-23,11.9,1.4,631,23,1500,,,,,,,7.7,180,1316,3.5,180,1332,.9,768,180,.5,20,1519,52.3,6.4,986.2,1014.4,710,1006.5,1613,1010.1,12.3,9.3,,,,,,,,,2.6,0,11.8,-2.4,,,,,,,,,,,,,,
211,인제,2025-03-24,13.7,5.3,531,21.6,1439,,,,,,,14.2,160,1708,6,200,1718,2.3,1954,200,2.4,24,1513,51.3,7.3,979,1008.6,3,997.7,1618,1002.6,12.3,7.7,,,,,,,,,4.5,0,12.8,2.3,,,,,,,,,,,,,,
211,인제,2025-03-25,12.9,7.1,630,20.9,1558,,,,,,,16.8,140,1743,7.4,180,1541,2.9,2547,180,3,31,1429,54.4,7.6,976,1004,2353,989.5,1604,999.6,12.3,4.5,,,,,,,,,3.3,.9,12.2,4.7,,,,,,,,,,,,,,
211,인제,2025-03-26,10.5,2.4,632,22.9,1559,,,,,,,9,160,26,5.1,70,2109,2,1707,70,1.4,12,1513,61.1,7,981.6,1010.6,735,1000.9,1634,1005.6,12.4,9.3,,,,,,,,,4.1,0,12.7,-1.5,,,,,,,,,,,,,,
211,인제,2025-03-27,12,6.7,134,18.8,1557,,,,,,.5,7.1,70,9,3.9,70,17,1.2,1066,200,5.1,30,1651,66.5,9,977.6,1007.3,2323,998.1,1542,1001.3,12.4,2.1,,,,,,,,,8.8,6.8,12.4,5.2,,,,,,,,,,,,,,
211,인제,2025-03-28,4.5,-.2,2357,9.8,1656,,,,,,6.4,8.6,230,1743,3.8,50,442,1.5,1327,50,-2.3,15,1715,67.5,5.6,989,1020.2,2332,1007,11,1013.8,12.5,3,,,,,,,,,6.8,4.6,6.9,-3.9,,,,,,,,,,,,,,
211,인제,2025-03-29,.7,-4,623,5.9,1130,,,,,,1.5,13.6,180,1217,6,200,1226,1.8,1517,200,-10.8,16,1825,47.6,2.9,996.2,1026.2,2345,1017.8,1640,1021.4,12.5,5.2,,,,,,,,,2.1,2,1.8,-8.1,,,,,,,,,,,,,,
211,인제,2025-03-30,.2,-6.2,606,5.3,1449,,,,,,0,13,200,1515,6.7,200,1331,1.9,1635,200,-8.6,23,1026,54.1,3.3,1002.3,1030.2,707,1025.4,1734,1027.8,12.5,6.2,,,,,,,,,3.3,3,2.1,-10.2,,,,,,,,,,,,,,
211,인제,2025-03-31,4.1,-4.4,624,12.1,1610,,,,,,,10,250,1317,4.5,200,1405,1.3,1098,200,-4.6,27,1332,57.5,4.4,1000.7,1029.3,624,1021.3,1641,1025.7,12.6,9.8,,,,,,,,,2.3,0,5,-9.1,,,,,,,,,,,,,,
212,홍천,2025-03-01,3.3,-3.3,636,12.4,1625,,,,,,.1,3.5,320,1620,1.9,320,1628,.3,252,160,-.9,42,1401,75.5,5.8,1002.7,1024.3,252,1014.8,1552,1020.2,11.4,1.6,,,,,,,,,8.8,3.9,1.2,-7.8,,,,,,,,,,,,,,
212,홍천,2025-03-02,3.8,.6,2400,12.1,1237,,,,,,10.5,10.3,20,1432,4.7,50,1432,1.2,1015,70,.3,42,1233,79.1,6.3,1002.1,1022.1,1856,1016.7,1257,1019.5,11.4,.1,,,,,,,,,9.9,7.8,1.8,-2.3,,,,,,,,,,,,,,
212,홍천,2025-03-03,1.3,-.3,356,4.1,1301,,,,,,9.1,11.8,50,1222,5.7,50,1430,2.3,2024,50,-4.4,50,1530,67.4,4.5,1007.8,1027.6,1926,1020.9,138,1025.5,11.4,7.3,,,,,,,,,8.8,2.5,0,-4.6,,,,,,,,,,,,,,
212,홍천,2025-03-04,1.1,-.1,2,2.4,852,,,,,,5.1,8.1,70,925,3.7,50,913,.8,712,70,-2.4,58,456,78.5,5.2,1006.3,1027.9,54,1020.8,1851,1024,11.5,.4,,,,,,,,,9.4,6.5,-.3,-3.4,,,,,,,,,,,,,,
212,홍천,2025-03-05,3.3,-.1,657,8,1653,,,,,,,3.5,340,1352,1.9,320,1727,.4,377,180,-1,46,1658,75.3,5.7,1006.1,1025.1,2306,1021.2,1538,1023.6,11.5,.8,,,,,,,,,9.1,7.3,1.8,-1.2,,,,,,,,,,,,,,
212,홍천,2025-03-06,2.6,-2.7,655,9.7,1400,,,,,,,5.3,320,1306,3.1,320,1422,.6,530,290,-3.2,33,1355,69.4,4.8,1008.9,1029.2,2329,1024.3,1550,1026.5,11.6,7.8,,,,,,,,,2.8,.6,2.6,-7.9,,,,,,,,,,,,,,
212,홍천,2025-03-07,2.8,-3.5,723,9.6,1535,,,,,,,5.5,270,1430,2.8,290,1550,.6,487,270,-3.9,32,1611,65,4.6,1010.9,1031.6,821,1026.1,1706,1028.5,11.6,7.8,,,,,,,,,4.8,.4,2.9,-8.4,,,,,,,,,,,,,,
212,홍천,2025-03-08,4.4,-.4,718,11.1,1508,,,,,,,6.5,290,1341,3.2,270,1407,1,821,250,-5.2,21,1610,55.3,4.2,1009.1,1029.6,2358,1024,1519,1026.6,11.7,8.4,,,,,,,,,4.1,1.4,4.7,-5,,,,,,,,,,,,,,
212,홍천,2025-03-09,4,-3.3,630,13.5,1506,,,,,,,4.5,230,1421,2.4,250,1420,.6,490,50,-4.3,23,1519,59.5,4.5,1013.2,1033.7,855,1028,1735,1030.8,11.7,9.5,,,,,,,,,.4,0,4.7,-7.2,,,,,,,,,,,,,,
212,홍천,2025-03-10,5.3,-2.6,638,14.3,1438,,,,,,,8.8,290,1335,4.2,290,1336,.8,686,180,-2.7,24,1413,61,5,1009.6,1031.2,802,1023,1741,1027,11.7,9.6,,,,,,,,,.4,0,5,-7.1,,,,,,,,,,,,,,
212,홍천,2025-03-11,6.4,-2.1,659,16.8,1522,,,,,,,4.8,340,1354,2.6,340,1356,.6,509,50,-3.6,19,1708,56.3,4.8,1004.3,1025.6,644,1016.9,1717,1021.6,11.8,9.2,,,,,,,,,2.6,.1,6,-6.4,,,,,,,,,,,,,,
212,홍천,2025-03-12,7,.9,638,14.1,1429,,,,,,,8.6,230,1654,3.4,250,1655,.9,765,250,1.2,41,1200,69,6.8,1000.1,1020.6,2358,1013.9,1600,1017.2,11.8,1.4,,,,,,,,,6,3.4,6.5,-2.1,,,,,,,,,,,,,,
212,홍천,2025-03-13,7.1,.3,653,16.9,1500,,,,,,,7.5,290,1303,4,290,1308,.8,692,320,-4.3,12,1609,56.1,4.7,1006,1026.7,2355,1020.4,8,1023.2,11.9,7.5,,,,,,,,,6.3,2.8,7.4,-3.6,,,,,,,,,,,,,,
212,홍천,2025-03-14,8.8,-1.1,643,18.8,1546,,,,,,,5.5,110,2054,2.6,110,2200,.8,729,90,-4.8,15,1509,43.9,4.3,1009.4,1029.8,802,1023.7,1548,1026.6,11.9,9.8,,,,,,,,,2.9,.3,8,-4.6,,,,,,,,,,,,,,
212,홍천,2025-03-15,9.6,5.1,709,15.4,1352,,,,,,,6.5,90,1937,2.9,50,1658,1.2,1076,70,-2,25,1203,46.5,5.3,1005.8,1026.5,849,1019.6,1721,1022.9,11.9,5.6,,,,,,,,,8.4,3.9,9,3.7,,,,,,,,,,,,,,
212,홍천,2025-03-16,3.6,.3,2130,7,1,,,,,,5.6,8,290,1515,3.9,270,1406,1.5,1325,290,-.8,46,1935,74.1,5.9,996.5,1020,1,1010.9,1625,1013.8,12,.5,,,,,,,,,9.3,7.9,5,-.8,,,,,,,,,,,,,,
212,홍천,2025-03-17,2.5,-1.1,531,6.5,1515,,,,,,,8,320,1542,3.6,270,1614,1.5,1261,270,-8.5,21,1614,47,3.3,999.5,1018.9,908,1014.3,1,1016.9,12,5.4,,,,,,,,,8,5.8,4.8,-4.6,,,,,,,,,,,,,,
212,홍천,2025-03-18,.8,-1.7,2321,5.7,1613,,,,,,2.4,8.8,20,1650,4.7,340,1603,1.4,1198,50,-2.5,46,1631,79.5,5.1,998.9,1023.3,2326,1012.9,614,1016.5,12.1,3.2,,,,,,,,,7.6,6.6,3.1,-5.3,,,,,,,,,,,,,,
212,홍천,2025-03-19,1.5,-4.5,654,7.4,1536,,,,,,,8.3,290,1506,4.3,290,1331,1.3,1109,270,-8.2,21,1431,55.4,3.4,1006.5,1026.1,901,1022.1,1705,1024.2,12.1,10,,,,,,,,,0,0,4.1,-9,,,,,,,,,,,,,,
212,홍천,2025-03-20,6.4,-1.7,126,14.4,1706,,,,,,,8.8,230,1752,4,230,1736,1.4,1178,250,-2.1,33,1727,56.3,5.4,1001.9,1025.2,28,1013.8,1728,1019.1,12.1,5.7,,,,,,,,,4.4,4.4,6.5,-5.5,,,,,,,,,,,,,,
212,홍천,2025-03-21,11.2,4.3,555,19.9,1617,,,,,,,9.8,290,1705,5,290,1708,1.4,1220,250,1.1,24,1623,54.5,6.7,995.4,1015.8,144,1007.7,1625,1012.2,12.2,8.9,,,,,,,,,1,1,9.7,.8,,,,,,,,,,,,,,
212,홍천,2025-03-22,11.9,2.2,637,22.6,1523,,,,,,,10.5,230,1640,4.6,230,1552,1.2,1022,250,-.1,19,1608,49.1,6.1,993.5,1012.8,209,1006.4,1519,1010.3,12.2,10.3,,,,,,,,,0,0,10.3,-1.5,,,,,,,,,,,,,,
212,홍천,2025-03-23,12.9,2.3,612,24,1545,,,,,,,7.3,290,1434,3.5,290,1335,.8,648,200,.7,18,1323,49,6.5,994,1014.7,817,1007.5,1654,1010.7,12.3,9.4,,,,,,,,,3,0,11.4,-1.3,,,,,,,,,,,,,,
212,홍천,2025-03-24,14.9,7.8,559,22.9,1523,,,,,,,10.3,230,1321,4.7,290,1128,1.4,1183,250,3.7,24,1642,50.5,8,987,1008.6,1,999.2,1602,1003.4,12.3,7.3,,,,,,,,,4.3,.9,12.8,5.7,,,,,,,,,,,,,,
212,홍천,2025-03-25,14,8.1,2400,23,1517,,,,,,,13,230,1623,5.4,250,1604,1.6,1360,230,4.1,28,1458,54.8,8.3,984.3,1005.6,2345,991.9,1541,1000.7,12.3,5.1,,,,,,,,,5.1,1.4,12.6,3.4,,,,,,,,,,,,,,
212,홍천,2025-03-26,12.9,2.6,601,24.3,1651,,,,,,,4.5,270,1439,2.6,290,1443,.8,709,70,.4,15,1422,50.4,6.4,988.6,1010.8,742,1000.7,1836,1005.2,12.4,10.1,,,,,,,,,3.8,0,12.5,-.5,,,,,,,,,,,,,,
212,홍천,2025-03-27,13.7,9.9,2358,19.3,1456,,,,,,0,6.3,270,2008,3.1,290,2032,1.2,1039,50,5.6,34,2042,59.8,9.3,985.2,1007.4,2312,999.1,618,1001.7,12.4,.8,,,,,,,,,8.6,6.8,12.5,7,,,,,,,,,,,,,,
212,홍천,2025-03-28,6.6,2,2359,11.8,1608,,,,,,1.5,9.5,270,1643,4.9,290,1625,1.6,1395,250,-5.1,9,1659,50.6,4.8,997,1020.6,2353,1007.3,1,1014.2,12.5,4.4,,,,,,,,,6.1,3.3,9.1,-3.1,,,,,,,,,,,,,,
212,홍천,2025-03-29,.7,-3.4,652,7.2,1121,,,,,,1.9,11.1,290,1523,5.9,290,1453,1.8,1586,250,-9.2,16,1712,53.4,3.4,1005.2,1027.5,2354,1019.5,1623,1022.9,12.5,7.9,,,,,,,,,2.3,1.3,4.1,-6.5,,,,,,,,,,,,,,
212,홍천,2025-03-30,1,-4.8,703,7.6,1401,,,,,,0,9.3,290,1322,4.8,270,1117,1.4,1186,50,-6.6,24,1008,58.4,3.8,1011.1,1031,915,1026.4,1856,1028.8,12.5,7.9,,,,,,,,,2.3,1.1,3.7,-9.6,,,,,,,,,,,,,,
212,홍천,2025-03-31,5.2,-3.2,627,14,1434,,,,,,,8.6,290,1514,3.3,320,1452,.9,797,50,-4.7,22,1435,54.4,4.3,1008.9,1029.5,425,1022.5,1605,1026.3,12.6,9.6,,,,,,,,,3,.1,7.7,-5.9,,,,,,,,,,,,,,
216,태백,2025-03-01,4.9,-6.2,543,16.3,1335,,,,,,0,7.2,230,1401,3.3,200,1405,.9,746,360,-8.6,11,1239,44.1,3.3,934.3,1025.5,501,1013.1,1428,1019.2,11.4,4.6,1300,2.51,11.38,,,,,,7.3,3.1,1.6,-10.4,,,,,,,,,,2.3,3.2,,,
